Sample	Acinetobacter	Actinomyces	Aeriscardovia	Aeromonas	Anaerococcus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atlantibacter	Atopobium	Bacteroides	Bifidobacterium	Blautia	Campylobacter	Candida	Citrobacter	Clostridioides	Clostridium	Collinsella	Coprobacillus	Corynebacterium	Cronobacter	Cutibacterium	Denitrobacterium	Dermabacter	Dialister	Eggerthella	Enorma	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Faecalibacterium	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gemella	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Intestinibacter	Klebsiella	Kluyvera	Lachnoclostridium	Lactobacillus	Lactococcus	Leclercia	Leuconostoc	Malassezia	Megasphaera	Mixta	Morganella	Morococcus	Mycoplasma	Negativicoccus	Neisseria	Pantoea	Parabacteroides	Paraclostridium	Peptococcus	Peptoniphilus	Peptostreptococcus	Pluralibacter	Prevotella	Proteus	Pseudomonas	Rahnella	Ralstonia	Raoultella	Rhodococcus	Roseburia	Rothia	Ruminococcaceae_unclassified	Ruthenibacterium	Scardovia	Serratia	Staphylococcus	Stenotrophomonas	Streptococcus	Terrisporobacter	Ureaplasma	Varibaculum	Veillonella
211.01_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.84285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15715	0	0	0	0	0	0
211.01_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.51277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96323	0	0	0	0	0	0
211.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.62863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.00653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28209	0	0.08275	0	0	0	0
211.01_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.22627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.99971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69586	0	0.07817	0	0	0	0
211.01_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.34556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07571	0	0	0	0
211.01_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.24089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09131	0	0	0	0
211.01_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.44639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.14053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02353	0	0.38955	0	0	0	0
211.01_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.75353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.05616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01071	0	0.1796	0	0	0	0
2144.01_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.95377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.04623	0	0	0	0	0	0
2144.01_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.05732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.11629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07715	28.74923	0	0	0	0	0	0
2144.01_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.70079	0	0	0.02147	0	0	0	0	0	0	0	0	0	0	0	14.95479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67943	1.64352	0	0	0	0	0	0
2144.01_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.80614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07348	1.41698	0	0	0	0	0	0
2144.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.05492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.07915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86593	0	0	0	0	0	0
2144.01_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55766	0	0	0	0	0	0	76.74539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.96686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13278	0	0	0	0	3.5973	0	0	0	0	0	0
225.01_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.97507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.02493	0	0	0	0	0	0
225.01_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.50229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.16193	0	1.33578	0	0	0	0
225.01_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.96427	0	0.2989	0	0	0	0
225.01_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16377	0	1.49151	0	0	0	0
225.01_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.31987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.19158	0	25.48855	0	0	0	0
225.01_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.40117	0	0	0	0	0	27.05621	0	0	0	0	0	0	0	0.16565	0.25597	0	0	0.15074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.97025	0	0	0	0	0	0
225.01_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	7.38453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.04782	0	22.55625	0	0	0	0
225.01_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.01_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.67811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.29861	0	0.02328	0	0	0	0
225.01_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4778	0	0	0	0	0	0
225.01_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.53944	0	0	0	0	0	0	0	0	3.84867	0	0	0	0	0	0	0	0	0	0	0.57473	0	0.02168	0	0	0	0
225.01_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138	0	0.14789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26146	0	0	0	0	0	0	0	0	98.57685	0	0	0	0	0	0
234.01_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47748	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01668	53.52311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.92963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0531	0	0	0	0	0	0
234.01_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489	0	0	0	0	0	0	0	10.18562	0	0	0	0	0	14.62614	67.87932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83787	0	0	0	0	0	0.30842
234.01_21	0	0	0	0	0.01837	0	0	0	0	0	0.02224	0	0	0	0	0.07031	0	0	0	0	0	0	7.28783	0	0	0	0	0	41.87598	13.01055	0	0	0.01393	0	0	0	0	0	0	0	0	0	0	0	26.52345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38863	0	0	0	0	0	10.78871
234.01_25	0	0	0	0	0.01509	0	0	0	0	0	0	0	0	0	0	4.10237	0	0.22671	0	0	0.02425	0	2.14707	0	0	0	0	0	9.61945	35.05091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.10138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03993	0	0.00841	0	0	0	13.66442
234.01_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12397	0	0	0.2887	0	0	0	0	0	0	0	29.67683	31.13868	0	13.12273	1.83598	0	0	0	0	0	0	0	0	0	0	0	23.73491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07819	0	0	0	0	0	0
234.01_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36402	0	0	0.54948	0	0	0	0	0	0	0	20.10578	28.26407	0	13.24053	7.89888	0	0	0	0	0	0	0	0	0	0	0	27.13071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36516	0	0.08138	0	0	0	0
234.02_14	0	0	0	0	0.40836	0	0	0	0	0	0	0	0	0	0.26904	0	0	0	0	0	0.31616	0	0.03526	0	0	0	0	0	2.14857	54.05287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.76976	0	0	0	0	0	0
234.02_17	0	0	0	0	0.01179	0	0	0	0	0	0	0	0	0	0.01802	0	0	0	0	0	0.10405	0	0.46183	0	0	0	0	0	17.26906	70.37723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76403	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65417	0	0	0	0	0	0
234.02_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02635	0	0	0	0	0	0.01231	0.06148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.73565	0	0	0	0	0	0.04794
234.02_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18714	0	0.49447	0	0	0	0	2.28313	0	0	0	0	0	63.10913	5.20373	0	0	0.1134	0	0	0	0	0	0	0	0	0	0	0	28.47079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13823	0	0	0	0	0	0
234.02_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83959	0	2.54708	0	0	0.01191	0	0.14155	0	0	0	0	0	57.6947	14.18148	0	0	0.06134	0	0	0	0	0	0	0	0	0	0	0	23.33835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18399	0	0	0	0	0	0
234.02_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49364	0	3.74351	0	0	0.13891	0	2.43779	0	0	0	0	0	7.02181	37.56987	0	0	27.05458	0	0	0	0	0	0	0	0	0	0	0	20.88518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59574	0	0	0	0.03656	0	0	0	0	0	0	0	0	0	0	0.0224	0	0	0	0	0	0
234.02_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06889	0	1.766	0	0	0.23464	0	2.95967	0	0	0	0	0	15.26046	48.57617	0	0	17.38603	0	0.05172	0	0	0	0	0	0	0	0	0	6.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.73854	0	0	0	0.05243	0	0	0	0	0	0	0	0	0	0	0.04931	0	0.00763	0	0	0	0
234.02_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.80124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.19876	0	0	0	0	0	0
243.01_12	0	0	0	0	0	0	0	0	0	0	99.9867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0	0	0	0	0	0
243.01_16	0	0	0	0	0	0	0	0	0	0	99.99491	0	0	0	0	0	0	0	0	0	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243.01_20	0	0	0	0	0	0	0	0	0	0	53.06816	0	0	0	0	0	0	0	0	0	0.62705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.30479	0	0	0	0	0	0
243.01_24	0	0	0	0	0	0	0	0	0	0	83.69162	0	0	0	0	0	0	1.44136	0	0	0.28938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03388	0	0	0	0	14.54376	0	0	0	0	0	0
243.01_4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243.01_8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254.01_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49646	2.2111	0	0	0	0	0	82.26255	11.90622	0	0	0.04394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07973	0	0	0	0	0	0
254.01_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12499	13.14421	0	0	0	0	0	45.86827	12.56867	0	0	0	0	0	0	0	0	0	0	0	0.35551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.92155	0	0.01681	0	0	0	0
254.01_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43021	12.91957	0	0.02821	0	0	0	37.39362	6.01815	0	0	0	0	0	0	0	0	0	0	0	4.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.03861	0	0.00492	0	0	0	0
273.01_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19915	0	0	0	0	0.00635	0	0.00532	0	0	0	0	0	0	0	0.03501	0	0	0	0	0	0	0	0	0	0	0	0.08766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.81702	6.84949	0	0	0	0	0	0
273.01_20a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.33662	3.6332	0	0	0	0	0	0
273.01_20b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.13331	34.86669	0	0	0	0	0	0
273.01_24	0	0	0	0	0	0	0	0	0	0	2.33101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.97728	18.68108	0	0	0	0	0	0
273.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39888	0	0	0	0	0	0	0.07312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5777	12.86021	0	0	0	0	0	0
273.01_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08863	78.09909	0	0	0	0	0	0
273.01_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71165	0	0	0	0	0	0	18.60347	0	7.51246	0	0	0	0	0	0	0	0	0	0	0	0	28.7726	0	0	0	0	0	0	5.16865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.33208	0	0	0	0	0	0	0	0	25.89909	0	0	0	0	0	0
273.01_32	26.53874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1448	0	0	0	0	0	0	0	0	68.02738	0	0	0	0	0	0
273.01_37	19.75442	0	0	0	0	0	0	0	0	0	5.05604	0	0	0	0	0	0	0	0	0	0	0	0.29239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39325	0	0	0	0	0	0	0	0	16.3066	0	48.2502	0	0	0	0
286.03_33	0	0	0	0	0	0	0	0	0	0	0.00305	0	0	0	0	0	0	0.5532	0	0	0.00477	0	17.57775	0	0.27669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.3491	0	0	0	0	0	0
286.03_38	0	0	0	0	0	0	0	0	0	0	0.03578	0	0	0	0	0	0	24.20931	0	0	0.33035	0	11.73669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.4052	0	0	0	0	0	0
286.03_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.11629	0	0	1.18755	0	0.14349	0	0.30298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01431	0	0	0	0	7.23264	0	0.00274	0	0	0	0
286.03_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.03233	0	0	4.21915	0	10.1707	0	3.05222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01301	0	0	0	0	16.20437	0	0.00835	0	0	0	0
286.03_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.46096	0	0	0.09954	0	5.45046	0	3.47429	0	1.57802	0	0	0	0	0	16.64546	0	0	0	0	0	0	0.13231	0	0	0	0	13.04177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241	0	0	0	0	10.0931	0	0	0	0	0	0
286.03_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0718	0	0	0	0	0	0	0	0	0	0	0	20.1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01155	0	0	0	0	0	8.76912
286.03_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00939	0	0	11.56827	0	0	0	0	0	0	0	0	0	0	0	87.72437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02267	0	0.67529	0	0	0	0
297.01_19	0	0	0	0	0	0	0	0	0	0	0	0	0.55634	0	0	0	0	0	0	0	0.0725	0	0.00877	0	0	0	0	0	0	92.95443	0	0	0.0591	0	0	0	0	0	0	0	0	0	0	0	0.87441	0	0	0	0	0	0	3.96662	0	0	0	0	0.00528	0	0	0	0	0	0	0	0	0	0	0	0.0651	0	0	0	0	0	0	0	0	0	0.12517	1.26988	0	0.00892	0	0	0	0.03348
297.01_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.42111	0	0	0	0	0	0.02226	0	0	0	0	0	0	0	0	77.6298	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48302	0	0	0	0	0	0
297.01_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0	0	97.75613	0	0	0.10992	0	0	0	0	0	0	0	0	0	0	0	0.15522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86036	0	0	0	0	0	0	0	0	0	0	0.01663	0	0	0	0	0	0.09899
297.01_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.59329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92748	0	0	0	0	0	0	0	0	0	0	0.47923	0	0	0	0	0	0
